State,Bill_Number,Bill_Name,Summary,Source_Link,Bill_Type,Year
Virginia,HB 2411,Division Of Consumer Counsel (Ai Fraud And Abuse),"expands the duties of the state’s division of consumer counsel to address fraud and abuse involving ai. requires the division to set up programs to combat ai-related scams, including a statewide alert system to notify consumers of ai-driven fraud or abuse.",https://legiscan.com/VA/bill/HB2411/2025,HB,2025
Virginia,HB 2433,Law Enforcement Agencies (Ai Use Framework),"mandates the development of statewide guidelines for law enforcement use of certain technologies. directs the department of criminal justice services to create a comprehensive framework governing police use of ai and machine learning systems, advanced surveillance technologies, and interrogation practices, with standards for both adult and juvenile settings.",https://legiscan.com/VA/bill/HB2433/2025,HB,2025
Virginia,HB 2468,Advanced Registered Medication Aides (Use Of Ai Assistants),"requires hospitals, nursing homes, and certified nursing facilities to allow patients to use personal ai assistant devices (like voice-activated smart assistants) during inpatient stays. each facility must establish policies to ensure appropriate and safe use of patient-provided ai assistants in accordance with state regulations.",https://legiscan.com/VA/bill/HB2468/2025,HB,2025
Virginia,HB 2554,Ai Transparency Act,"establishes the ai transparency act. requires that any audio, image, text, or video content generated by a generative ai system and made available in the state include a clear and conspicuous disclosure indicating it is ai-generated.",https://legiscan.com/VA/bill/HB2554/2025,HB,2025
Virginia,HB 2654,Unlawful Dissemination Of Intimate Images,"criminalizes the non-consensual distribution of realistic fake intimate images (deepfakes). defines 'intimate image' to include any visual media that is indistinguishable from a real image of a person but is ai-generated or computer-altered, and imposes penalties for offenders.",https://legiscan.com/VA/bill/HB2654/2025,HB,2025
Virginia,HB 2662,Hospital Oversight Fund,"creates a medicaid billing oversight task force to improve oversight of healthcare billing and credentialing. directs the task force, in partnership with the health department, to implement automated data systems utilizing advanced analytics and machine learning to detect fraud and reduce manual workload in medicaid billing oversight.",https://legiscan.com/VA/bill/HB2662/2025,HB,2025
Virginia,HB 2692,Custodial Interrogations,bans law enforcement officers from using deceptive or false statements and fake documents during the interrogation of minors. specifically prohibits police from using 'inauthentic' documents generated by ai or other means to mislead juveniles during custodial interrogations.,https://legiscan.com/VA/bill/HB2692/2025,HB,2025
Virginia,HB 2742,Urine Drug Screening (Patient Ai Assistants),"requires hospitals to include fentanyl screening in any urine drug test conducted to diagnose a patient. also mandates that hospitals, nursing homes, and nursing facilities allow patients to use personal ai assistant devices (such as voice assistants) during their inpatient care, with appropriate policies in place.",https://legiscan.com/VA/bill/HB2742/2025,HB,2025
Virginia,SB 1152,Nursing Homes And Certified Nursing Facilities,"sets new insurance requirements and tech policies for care facilities. increases the minimum professional liability insurance coverage that nursing homes and nursing facilities must carry (and requires that coverage to be non-eroding), and requires hospitals, nursing homes, and similar facilities to establish policies allowing patients to use their own ai-powered personal assistant devices during their stay.",https://legiscan.com/VA/bill/SB1152/2025,SB,2025
Virginia,SB 1161,Artificial Intelligence Transparency Act,"establishes the artificial intelligence transparency act. mirrors house legislation requiring that generative ai systems clearly label all ai-generated audio, visual, or textual content with a conspicuous notice that it is ai-created.",https://legiscan.com/VA/bill/SB1161/2025,SB,2025
Virginia,SB 1214,High-Risk Ai (Public Bodies),"requires virginia state agencies to implement safeguards when using 'high-risk' ai tools. mandates that state public bodies follow defined standards for developing, deploying, and using high-risk ai systems, directs the chief information officer to issue policies for ai procurement and use, and calls for a work group to study local government compliance.",https://legiscan.com/VA/bill/SB1214/2025,SB,2025
Virginia,SB 1260,Threats Report Against Health Care Providers,"requires hospitals to report any threats or acts of violence against health care providers to the department of health and to publish aggregated data quarterly. also compels hospitals, nursing homes, and nursing facilities to allow patients to use personal ai assistant devices during inpatient stays, with policies to regulate their use.",https://legiscan.com/VA/bill/SB1260/2025,SB,2025
Virginia,SB 1538 – State Government AI Use,Nan,directs each state agency to inventory their **ai systems** and develop governance policies in line with the state’s ai ethics guidelines; establishes an oversight mechanism through the state’s innovation and technology department.,https://lis.virginia.gov/cgi-bin/legp604.exe?251+ful+SB1538,SB,2025
Virginia,SB 775,Election Offenses,"targets deepfake involvement in elections. makes it unlawful to disseminate ai-generated audio or visual media impersonating a candidate in an election without a clear disclaimer, and requires any synthetic political media to start with a conspicuous statement that it is not an authentic recording of the actual candidate.",https://legiscan.com/VA/bill/SB775/2025,SB,2025
Washington,HB 1168,Increasing Transparency In Artificial Intelligence.,"requires developers of consumer-facing ai systems to publicly disclose the sources and nature of the data used to train their ai models, and imposes a fine (up to $5,000) for failure to comply.",https://app.leg.wa.gov/billsummary?BillNumber=1168&Year=2025,HB,2025
Washington,HB 1169,Concerning Offenses Involving Fabricated Depictions Of Minors.,"expands criminal laws on child exploitation to include 'deepfake' sexually explicit images of minors that are entirely ai-generated, closing a loophole that previously exempted fully fabricated depictions.",https://app.leg.wa.gov/billsummary?BillNumber=1169&Year=2025,HB,2025
Washington,HB 1170,Informing Users When Content Is Developed Or Modified By Artificial Intelligence.,"mandates that providers of large generative ai systems (with over 1,000,000 users) offer a free tool enabling the public to detect whether an image, video, or audio has been created or altered by ai.",https://app.leg.wa.gov/billsummary?BillNumber=1170&Year=2025,HB,2025
Washington,HB 1205,Prohibiting The Knowing Distribution Of A Forged Digital Likeness.,"criminalizes the knowing distribution of ai-generated or digitally altered visual or audio media (a 'forged digital likeness') that impersonates a real person in a manner likely to deceive, effectively extending existing impersonation laws to cover harmful deepfakes.",https://app.leg.wa.gov/billsummary?BillNumber=1205&Year=2025,HB,2025
Washington,HB 1566,Making Improvements To Transparency And Accountability In The Prior Authorization Determination Process.,"prohibits health insurers from using an artificial intelligence tool as the sole basis to deny, delay, or modify a patient’s medical treatment under a prior authorization, ensuring such decisions include human oversight and transparent criteria.",https://app.leg.wa.gov/billsummary?BillNumber=1566&Year=2025,HB,2025
Washington,HB 1622,Allowing Bargaining Over Matters Related To The Use Of Artificial Intelligence.,"gives public sector employees (including state agency and education workers) the right to collectively bargain with employers over the introduction or modification of ai technologies in the workplace when those technologies could impact employees’ job duties, evaluations, or working conditions.",https://app.leg.wa.gov/billsummary?BillNumber=1622&Year=2025,HB,2025
Washington,HB 1672,Addressing Technology Used By Employers In The Workplace.,regulates employers’ use of electronic monitoring and automated decision-making systems (including ai-driven tools) by requiring advance notice to employees and by prohibiting certain high-risk or biased uses of such technology in the workplace.,https://app.leg.wa.gov/billsummary?BillNumber=1672&Year=2025,HB,2025
Washington,HB 1833,Creating An Artificial Intelligence Grant Program.,"establishes a state-run grant program (the “spark act”) to fund projects that develop or deploy artificial intelligence technologies, with the goal of fostering ai innovation that enhances public safety, government services, and economic development.",https://app.leg.wa.gov/billsummary?BillNumber=1833&Year=2025,HB,2025
